gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_tenure_ratio,total_services,has_security_bundle,has_support,has_streaming_bundle,is_new_customer,is_high_value,contract_risk,avg_monthly_spend,Churn
Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,25-48,2.0806451612903225,5,0,0,0,0,0,1,62.25645161290323,0
Male,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,49-72,1.9127272727272728,7,0,1,1,0,1,1,102.50636363636364,0
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,237.95,0-12,14.040000000000001,2,0,0,0,1,1,2,47.589999999999996,1
Male,No,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,0-12,13.358333333333334,4,0,0,0,1,1,2,64.16666666666667,1
Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,25-48,0.5611111111111111,1,0,0,0,0,0,0,19.01111111111111,0
Male,No,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,49-72,1.1575471698113209,5,0,1,0,0,0,2,59.80283018867925,0
Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,49-72,1.5054794520547945,8,1,1,1,0,1,0,104.44109589041096,0
Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,49-72,2.15,8,1,1,1,0,1,2,105.99607843137255,0
Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,295.55,13-24,1.1382352941176472,1,0,0,0,0,0,1,17.38529411764706,0
Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,25-48,2.651388888888889,5,0,0,1,0,1,2,96.5013888888889,1
Male,No,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),86.4,6172.0,49-72,1.2000000000000002,5,0,1,0,0,1,0,85.72222222222223,0
Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,49-72,1.8358333333333334,8,1,0,1,0,1,1,107.4675,1
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,49-72,1.4711267605633804,7,0,1,1,0,1,0,103.51197183098591,0
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,0-12,37.15,3,0,1,0,1,1,2,37.15,0
Female,Yes,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,49-72,0.9223214285714285,3,0,0,0,0,0,2,50.68839285714286,0
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,49-72,1.6084507042253522,9,1,1,1,0,1,0,108.78732394366196,1
Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,0-12,8.64375,2,0,0,0,0,0,2,61.08125,0
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,49-72,1.973529411764706,6,0,1,1,0,1,1,101.75980392156863,0
Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,49-72,0.31076923076923074,1,0,0,0,0,0,0,19.657692307692308,0
Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,0-12,7.772222222222222,2,0,0,0,0,0,2,62.522222222222226,0
Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.15,4904.85,49-72,1.3250000000000002,4,0,0,0,0,1,2,79.11048387096774,0
Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,0-12,34.825,2,0,0,0,1,0,2,34.825,1
Female,No,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,13-24,2.060416666666667,3,0,1,0,0,0,1,46.63958333333333,0
Female,No,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,0-12,5.529166666666666,5,0,1,0,0,0,2,61.73333333333333,1
Male,Yes,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,13-24,3.194,4,0,0,0,0,1,2,74.31,0
Male,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,25-48,0.6058823529411765,1,0,0,0,0,0,1,20.301470588235293,0
Female,Yes,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,49-72,0.46481481481481485,2,0,0,0,0,0,0,23.62222222222222,0
Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,13-24,0.8708333333333332,1,0,0,0,0,0,0,18.916666666666668,0
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,13-24,5.753333333333333,4,0,0,0,0,1,2,78.73,1
Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,49-72,1.1915492957746479,5,1,1,0,0,1,0,80.36901408450704,0
Female,No,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.2,1742.75,13-24,3.4434782608695653,7,0,1,1,0,1,2,75.77173913043478,1
Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,13-24,1.234375,1,0,0,0,0,0,2,19.475,0
Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,49-72,1.631060606060606,8,0,1,1,0,1,0,107.3159090909091,0
Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,49-72,1.1705479452054794,8,0,1,1,0,1,0,85.3082191780822,0
Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,49-72,1.6796875,7,0,0,1,0,1,1,107.40234375,1
Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,0-12,11.508333333333333,2,0,0,0,1,0,2,53.083333333333336,1
Female,No,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,25-48,3.1444444444444444,9,1,1,1,0,1,0,108.72361111111111,0
Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,0-12,6.245833333333334,3,0,0,0,0,1,2,68.80833333333334,1
Female,Yes,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,0-12,7.616666666666667,3,0,0,1,1,0,2,33.0,1
Female,No,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,25-48,2.475,7,0,1,1,0,1,0,78.0375,0
Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,0-12,25.625,3,0,1,0,1,0,2,25.625,1
Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,25-48,2.23030303030303,7,1,1,0,0,1,0,70.20757575757575,0
Male,No,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0-12,5.104166666666667,4,0,0,0,0,0,1,60.82916666666667,0
Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,49-72,1.817,5,0,0,0,0,1,2,90.31700000000001,1
Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,49-72,1.3,5,0,0,0,0,1,1,85.26911764705882,0
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,49-72,1.3225352112676056,7,1,1,0,0,1,0,92.66267605633803,1
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,0-12,9.8,1,0,0,0,1,0,2,9.8,1
Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,0-12,2.125,1,0,0,0,0,0,2,20.455000000000002,0
Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,13-24,0.9318181818181818,1,0,0,0,0,0,2,18.311363636363637,0
Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,25-48,0.6982758620689655,1,0,0,0,0,0,2,18.46034482758621,0
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,49-72,1.55,7,0,0,1,0,1,1,102.7860294117647,0
Male,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,13-24,5.484375,5,0,0,0,0,1,2,77.6375,0
Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,0-12,13.933333333333332,4,0,0,0,1,1,2,67.36666666666666,1
Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,25-48,3.0134615384615384,8,1,1,0,0,1,2,70.68846153846154,0
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0-12,4.09,1,0,0,0,1,0,2,16.57,0
Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,0-12,8.84375,5,0,1,1,0,1,2,56.35,1
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,0-12,22.9,2,0,0,0,1,0,2,22.9,1
Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,49-72,0.3364406779661017,1,0,0,0,0,0,0,19.64152542372881,0
Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1221.65,13-24,3.6736842105263157,2,0,0,0,0,0,2,64.29736842105264,0
Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,49-72,1.4663934426229508,5,0,0,0,0,1,2,86.79672131147541,0
Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,13-24,1.3599999999999999,1,0,0,0,0,0,0,19.493333333333332,0
Female,No,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,25-48,1.1523255813953488,3,0,0,0,0,0,2,48.32441860465116,0
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,0-12,17.95,2,0,0,0,1,0,2,17.95,1
Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,49.85,3210.35,49-72,0.7669230769230769,5,0,1,0,0,0,0,49.39,0
Female,No,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,49-72,1.9546296296296295,7,0,0,1,0,1,0,105.22685185185185,0
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,0-12,34.8,2,0,0,0,1,0,2,34.8,1
Female,No,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,25-48,2.2858695652173915,7,1,0,1,0,1,2,102.84565217391304,0
Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,25-48,3.4096774193548387,8,1,1,0,0,1,2,102.63870967741936,0
Female,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,13-24,3.9166666666666665,2,0,0,0,0,1,2,64.75555555555555,0
Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,25-48,2.309375,3,0,0,0,0,1,2,69.2859375,1
Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,25-48,1.82875,3,0,0,0,0,1,2,68.27125,0
Female,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,49-72,1.6108333333333333,6,0,1,0,0,1,2,93.01333333333334,0
Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,0-12,8.622727272727273,6,0,0,0,0,1,2,86.67727272727274,1
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0-12,20.0875,3,0,0,0,1,1,2,63.45,0
Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,25-48,2.0511363636363638,5,0,0,0,0,1,2,87.24431818181819,0
Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,0-12,21.075,4,0,0,0,1,1,2,58.7625,0
Male,No,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,13-24,4.745454545454546,7,0,0,1,0,1,2,98.08863636363635,1
Male,Yes,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,1750.85,25-48,1.4705882352941178,5,0,1,0,0,0,2,51.495588235294115,0
Male,No,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,0-12,2.41,1,0,0,0,0,0,1,25.98,1
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,0-12,20.283333333333335,4,0,0,0,1,0,2,37.13333333333333,0
Male,No,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,0-12,4.4375,3,0,1,0,0,0,1,31.19375,0
Female,No,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,0-12,4.175,1,0,0,0,1,0,2,20.916666666666668,0
Male,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.95,143.9,0-12,23.316666666666666,2,0,0,0,1,0,2,47.96666666666667,0
Male,No,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207.0,13-24,3.933333333333333,2,0,0,0,0,1,2,67.05555555555556,0
Female,Yes,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,49-72,1.6622950819672133,6,0,0,1,0,1,1,101.25573770491803,0
Female,No,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,25-48,0.4422222222222222,1,0,0,0,0,0,0,19.29111111111111,0
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,49-72,1.1787671232876713,8,1,1,1,0,1,0,86.43356164383562,0
Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.45,6460.55,49-72,1.3207142857142857,6,0,1,0,0,1,0,92.29357142857143,0
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,0-12,14.883333333333333,2,0,0,0,1,0,2,24.96666666666667,1
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,0-12,42.3,4,0,0,0,1,1,2,42.3,0
Male,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,49-72,1.861206896551724,7,0,1,1,0,1,0,102.92844827586208,0
Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,13-24,2.91,4,0,0,0,0,0,1,52.2625,0
Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,25-48,2.2452380952380953,6,1,0,0,0,1,2,92.70476190476191,0
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,49-72,1.6352941176470588,8,0,1,1,0,1,0,110.74705882352941,0
Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,0-12,14.816666666666668,5,0,0,0,1,1,2,75.69166666666666,1
Female,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,13-24,5.190625,5,0,1,0,0,1,2,78.64375,1
Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,49-72,1.6479166666666667,9,1,1,1,0,1,0,117.74444444444445,0
Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.55,51.15,0-12,5.1375,1,0,0,0,1,0,2,12.7875,1
Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,49-72,0.34305555555555556,2,0,0,0,0,0,0,25.146527777777777,0
Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,49-72,1.2985915492957747,9,1,1,1,0,1,0,91.18943661971831,0
Male,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,0-12,8.48,4,1,1,0,1,0,2,29.28,0
Male,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,0-12,14.258333333333333,4,0,0,0,1,1,2,68.08333333333333,0
Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,49-72,0.32661290322580644,1,0,0,0,0,0,0,20.625806451612902,0
Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,0-12,6.6,2,0,0,0,1,0,0,30.3125,0
Female,No,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,0-12,11.075,2,0,0,0,1,0,2,33.625,1
Female,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,87.45,2874.15,25-48,2.4985714285714287,5,0,0,0,0,1,2,82.11857142857143,1
Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,49-72,1.4680555555555557,7,0,0,1,0,1,1,103.7798611111111,0
Female,No,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,13-24,3.795833333333333,9,1,1,1,0,1,0,91.59583333333335,0
Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,25-48,0.5283783783783784,1,0,0,0,0,0,1,16.777027027027028,0
Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,13-24,4.2875,2,0,0,0,0,0,2,69.2875,0
Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,0-12,4.5874999999999995,3,0,0,0,0,0,2,50.67916666666667,0
Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,13-24,4.70625,3,0,0,0,0,1,2,71.715625,1
Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,49-72,0.692063492063492,4,0,0,0,0,0,0,43.630158730158726,0
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,0-12,11.875,5,0,0,1,0,1,2,81.9375,1
Female,No,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,0-12,11.5,4,0,1,0,1,1,2,71.83571428571429,1
Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,25-48,0.8383333333333333,2,0,0,0,0,0,2,23.4,0
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,49-72,1.2287671232876713,5,0,0,0,0,1,1,90.2595890410959,0
Female,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,49-72,1.2192857142857143,8,0,1,1,0,1,0,84.24857142857142,0
Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,13-24,6.334375,6,0,1,1,0,1,2,97.121875,1
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,301.55,13-24,1.1588235294117646,1,0,0,0,0,0,0,17.738235294117647,0
Female,Yes,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,25-48,1.4697916666666666,2,0,0,0,0,1,2,68.94270833333333,1
Female,No,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),69.7,3023.65,25-48,1.4224489795918367,6,0,1,0,0,0,1,61.707142857142856,0
Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,49-72,0.9417808219178082,6,1,0,0,0,0,0,66.96164383561644,0
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,13-24,3.35,3,0,0,0,0,1,2,70.85000000000001,0
Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,49-72,1.5089041095890412,8,0,1,1,0,1,0,109.57260273972604,0
Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,0-12,8.7125,5,0,0,1,0,0,2,64.51875,0
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,25-48,3.044642857142857,4,0,0,0,0,1,2,81.6875,1
Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,0-12,14.930000000000001,3,0,0,0,1,1,2,60.279999999999994,1
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,0-12,9.2,2,0,0,0,1,0,2,38.72,1
Female,No,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,25-48,3.3629629629629627,4,0,0,1,0,1,2,87.47407407407408,1
Male,No,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,25-48,1.858139534883721,4,0,0,0,0,1,2,77.05581395348837,0
Male,No,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,49-72,1.1707142857142858,8,0,1,1,0,1,0,80.02,0
Female,No,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,49-72,0.409,1,0,0,0,0,0,0,20.493000000000002,0
